id	author	title	date
10.2307/437937	Wayne H. Siek		1979
10.2307/435211	Phillip Harth		1961
10.2307/438422	John Goldsmith	Language and Learning as Properties of Our Species	1993
10.2307/434068	Theodore F. M. Newton	William Pittis and Queen Anne Journalism. (Continued)	1936
10.1086/605832	Keith Busby	<i>Zrinka Stahuljak</i>_ Bloodless Genealogies of the French Middle Ages: Translation_ Kinship_ and Metaphor	2009
10.2307/435845	Peter F. Dembowski - Adelin Fiorato		1968
10.2307/435519	Robert Vigneron	Beylisme_ Romanticisme_ Réalisme	1958
10.2307/433181	George A. Underwood	Rousseauism in Two Early Works of Mme de Staël	1915
10.2307/432975	George B. Denton	A Stanza Ascribed to Thomas Gray	1919
10.2307/433679	Albert Schinz	L'affaire De La Correspondance Générale De J.-J. Rousseau Et La Société J.-J. Rousseau	1925
10.2307/436548	Charles R. Forker		1966
10.2307/438312	John Richetti		1996
10.2307/437728	K. K. Collins - Alan M. Cohn	Charles Dickens_ Harriet Martineau_ and Angela Burdett Coutts's "Common Things"	1982
10.2307/432559	Arthur S. Napier	Old English Notes	1904
10.2307/435760	M. M. Crow		1964
10.2307/433189	C. R. Baskervill	A Forerunner of Warburton's Cook	1915
10.2307/436261	Jack A. Vaughn	A D'Urfey Play Dated	1967
10.2307/435927	Edward Wasiolek		1967
10.2307/434959	Oscar Mandel	The Function of the Norm in "Don Quixote"	1958
10.2307/436960	Eric Birdsall	Nature and Society in "Descriptive Sketches"	1986
10.2307/434708	Ira Wade		1946
10.2307/432723	E. H. Tuttle	Notes on the Spanish Palatals	1911
10.2307/439292	Louise Fradenberg		2000
10.2307/436495		Books Received	1968
10.2307/434455	M. M. Knappen		1933
10.2307/432556	Kate Watkins Tibbals	Elements of Magic in the Romance of William of Palerne	1904
10.2307/433685	Algernon Coleman		1925
10.2307/432978	B. Sprague Allen	The Reaction against William Godwin	1918
10.2307/433622	J. Horace Nunemaker	A Note on Larra's "El Ladrón"	1932
10.2307/434116		Books Received	1938
10.2307/438360	Mary Hyde	Adam_ Tinker_ and Newton_ 1909-1948	1988
10.2307/436351	David R. Sanderson	Coleridge's Political "Sermons": Discursive Language and the Voice of God	1973
10.2307/438283	Eugene Goodheart		1991
10.1086/660747	Katharine Jager	<i>Emma Lipton</i>_ Affections of the Mind: The Politics of Sacramental Marriage in Late Medieval English Literature	2011
10.2307/436276	G. Ross Roy		1967
10.2307/434602	Carl Appel - Olin H. Moore	Bertran de Born: A Rejoinder	1932
10.2307/438441	Richard C. McCoy		1994
10.2307/438170	Mary J. Baker		1992
10.2307/1215743	Simon Edwards		2002
10.2307/432473	C. M. Lotspeich	Musical Accent and Double Alliteration in the "Edda"	1909
10.2307/435533	J. R. Hulbert		1949
10.2307/435397	George Williamson	Milton the Anti-Romantic	1962
10.2307/436170	John Butler Gabel	The Date of Chapman's "Conspiracy and Tragedy of Byron	1969
10.2307/434422	E. Bagby Atwood	The "Excidium Troie" and Medieval Troy Literature	1937
10.2307/433837	Horatio E. Smith	Relativism in Bonald's Literary Doctrine	1924
10.2307/435950	Mark S. Auburn	The Pleasures of Sheridan's "The Rivals:" A Critical Study in the Light of Stage History	1975
10.2307/434022	Eugene N. Anderson		1936
10.2307/435571	Arthur H. Nethercot	Coleridge's "Christabel" and Lefanu's "Carmilla"	1949
10.2307/437666	Gita May		1980
10.2307/439209	Charles Lock		1999
10.2307/433705	Emma Pope M. Dieckmann	The Meaning of "Burdoun" in Chaucer	1929
10.1086/506534	Wendy Olmsted	The Gentle Doctor: Renaissance/Reformation Friendship_ Rhetoric_ and Emotion in Sidney’s Old Arcadia	2005
10.2307/438174	Elizabeth H. Hageman		1992
10.2307/434896	Walter E. Broman	Factors in Crabbe's Eminence in the Early Nineteenth Century	1953
10.1086/668216	Steele Nowlin	Gower’s Chronicles of Invention: Historiography and Productive Poetry in Book 4 of the <i>Confessio Amantis</i>	2012
10.2307/433129	T. F. Crane	The External History of the "Kinder- und hausmärchen" of the Brothers Grimm. II	1917
10.2307/438625		Back Matter	1990
10.2307/437906	Virginia Wright Wexman		1985
10.2307/437725	David McCracken	Wordsworth on Human Wishes and Poetic Borrowing	1982
10.2307/437459	Diane McColley	The Voice of the Destroyer in Adam's Diatribes	1977
10.2307/432982	Thomas A. Knott		1918
10.1086/588117	Judith Wilt	<i>Ivan Kreilkamp</i>_ Voice and the Victorian Storyteller	2007
10.2307/434922	Austin Wright	Victorian Bibliography for 1947	1948
10.2307/433750	G. T. Northup		1923
10.2307/436202	Frank L. Huntley		1964
10.2307/439104	Wayne A. Rebhorn		1998
10.2307/436036	John Hagan		1966
10.2307/438105		Front Matter	1991
10.2307/433936	Arthur E. Case	Pope_ Addison_ and the "Atticus" Lines	1935
10.2307/432799	T. F. Crane	The External History of the "Kinder- und Haus-märchen" of the Brothers Grimm. I	1917
10.2307/436853	Donald F. Bond		1972
10.2307/435788	T. A. Stroud		1968
10.2307/433002	Albert S. Cook	Another Parallel to the Mak Story	1916
10.2307/436698	Alan M. F. Gunn		1971
10.2307/435855	Keith Cushman	"A Bastard Begot": The Origins of D. H. Lawrence's "The Christening"	1972
10.2307/433570	Ramona Bressie	The Date of Thomas Usk's "Testament of Love"	1928
10.2307/434306		Victorian Bibliography for 1936	1937
10.2307/435785	Donald K. Fry	Variation and Economy in Beowulf	1968
10.2307/436030	W. K. Wimsatt		1966
10.1086/431566	Richard Brettell	<i>Alexandra K. Wettlaufer</i>_ Pen vs. Paintbrush: Girodet_ Balzac_ and the Myth of Pygmalion in Postrevolutionary France	2004
10.2307/435786	James R. Knowlson	A Note on Bishop Godwin's "Man in the Moone:" The East Indies Trade Route and a "Language" of Musical Notes	1968
10.2307/434186	Daniel Mornet		1934
10.2307/438810	Christopher Martin		1988
10.2307/435866	Yvette Scalzitti		1972
10.2307/438378	Kenneth R. Johnston		1992
10.2307/435827		Back Matter	1968
10.2307/437367	Javier Herrero		1981
10.2307/436096	Alan S. Fisher		1976
10.2307/437265		Front Matter	1984
10.2307/433087	Horatio E. Smith	The Brief-Narrative Art of Théophile Gautier	1917
10.2307/437208	J. L. Styan		1987
10.2307/432592	Martin Schütze	Repetition of a Word as a Means of Suspense in the German Drama under the Influence of Romanticism	1907
10.1086/422613	Nathalie Hester	Scholarly Borrowing: The Case of Remigio Nannini’s Orationi militari and François de Belleforest’s Harangues militaires	2003
10.2307/435460		Back Matter	1962
10.2307/437413	John Timpane		1985
10.2307/438874	Anke Pinkert		2001
10.2307/433344	George T. Northup		1922
10.2307/433886	Joseph G. Fucilla	On an Apocryphal Poem in Ariosto's "Lirica"	1933
10.2307/436203	Marjorie J. Elder		1964
10.1086/429189	Christian Thorne	<i>Fredric V. Bogel</i>_ The Difference Satire Makes: Rhetoric and Reading from Jonson to Byron	2004
10.2307/437361	Robert Halsband	The First English Version of Marivaux's "Le Jeu de l'amour et du hasard"	1981
10.2307/437473	Hans Eichner		1977
10.2307/435935	Robert Worth Frank_ Jr.		1970
10.2307/432679	R. H. Griffith	Some Notes on the "Dunciad"	1912
10.2307/434717	Kenneth E. Harper	A Russian Critic and "Tristram Shandy"	1954
10.1086/657987	Robert Mills	<i>Cary Howie</i>_ Claustrophilia: The Erotics of Enclosure in Medieval Literature	2011
10.2307/434719	H. Stefan Schultz	On the Interpretation of Thomas Mann's "Der Zauberberg"	1954
10.2307/438875	Ralph A. Austen		2001
10.2307/436737	Earl R. Anderson	Cynewulf's "Elene:" Manuscript Divisions and Structural Symmetry	1974
10.2307/437466	Edward Vasta		1977
10.2307/435643	Ernest Tuveson		1954
10.2307/438293	Jules Chametzky		1991
10.2307/434198	E. Preston Dargan	The Literary Criticism of Anatole France in "L'Univers Illustre" and Other Journals	1939
10.2307/437043	Frances L. Restuccia		1985
10.2307/435291	George L. Marsh		1950
10.2307/436438	Ralph W. Rader		1970
10.2307/432650		Back Matter	1912
10.2307/438003		Front Matter	1994
10.2307/433245	Archer Taylor		1930
10.2307/438816	George J. Worth		1988
10.2307/436108	Nicholas A. Joukovsky	Thomas Love Peacock on Sir Robert Peel: An Unpublished Satire	1975
10.2307/438836	Paul Jay		1993
10.2307/439163	Andrew Shifflett		2001
10.2307/438411	Daniel Russell		1991
10.2307/434508	Walter Blair	Poe's Conception of Incident and Tone in the Tale	1944
10.2307/434801	René Girard		1963
10.2307/435118	John Burrow	The Two Confession Scenes in "Sir Gawain and the Green Knight"	1959
10.2307/436805	Roland F. Anderson	George Eliot Provoked: John Blackwood and Chapter Seventeen of "Adam Bede"	1973
10.2307/435112	Arnold Bergstraesser		1946
10.2307/437010	W. Speed Hill		1985
10.2307/435895	Stuart Curran		1974
10.2307/438434	Catherine Batt	"Hand for Hand" and "Body for Body": Aspects of Malory's Vocabulary of Identity and Integrity with Regard to Gareth and Lancelot	1994
10.2307/435047		Front Matter	1956
10.2307/436403	Theodore Silverstein	"Sir Gawain_" Dear Brutus_ and Britain's Fortunate Founding: A Study in Comedy and Convention	1965
10.2307/433221	George W. Whiting	The Condition of the London Theaters_ 1679-83: A Reflection of the Political Situation	1927
10.2307/433834	Arthur C. L. Brown	The Grail and the English Sir Perceval	1924
10.2307/433708	Norman L. Torrey	Voltaire's English Notebook	1929
10.1086/517941	Glen Carman	<i>Ricardo Padrón</i>_ The Spacious Word: Cartography_ Literature_ and Empire in Early Modern Spain	2007
10.2307/435961	Thelma N. Greenfield		1975
10.2307/437317	Darilyn W. Bock	From Reflective Narrators to James: The Coloring Medium of the Mind	1979
10.2307/437749	Jessica Munns	"Plain as the light in the Cowcumber": A Note on the Conspiracy in Thomas Otway's "Venice Preserv'd"	1987
10.2307/435400	Armin Arnold	The Transcendental Element in American Literature: A Study of Some Unpublished D. H. Lawrence Manuscripts	1962
10.2307/432806	Preserved Smith	The Mooncalf	1914
10.2307/437273	Roy F. Leslie		1984
10.1086/376659	Andreas Gailus	Poetics of Containment: Goethe’s <i>Conversations of German Refugees</i> and the Crisis of Representation	2003
10.1086/598546	Rogelio Miñana	<i>Stephen Boyd</i>_ ed._ A Companion to Cervantes’s Novelas Ejemplares	2008
10.2307/432570	W. R. Myers	The Technique of Bridging Gaps in the Action of German Drama since Gottsched. II (Concluded)	1911
10.2307/435448	Bernard Weinberg	Une Traduction Française du "Sublime" de Longin Vers 1645	1962
10.2307/433603		Briefer Mention	1930
10.2307/433126	John Munro	More Shakspere Allusions	1916
10.2307/432480	A. C. L. Brown	Balin and the Dolorous Stroke	1909
10.2307/437742	Gerald Mast		1982
10.1086/432694	Eugene Stelzig	<i>Richard Freadman</i>_ Threads of Life: Autobiography and the Will	2005
10.2307/432648	F. A. Blackburn	Note on "Beowulf" 1591-1617	1912
10.2307/439004	Esther Schor		1997
10.2307/438396	Joost Daalder	The Closet Drama in "The Changeling_" V.III	1991
10.2307/437249	Watson Branch	Two Recent Volumes of "A Selected Edition of W. D. Howells"	1980
10.2307/433537	Romain Rolland - Henry Ward Church	Romain Rolland Again Comments on "Jean-Christophe"	1931
10.2307/438685		Back Matter	1993
10.2307/433062	T. Atkinson Jenkins	On the Text of "La Bataille des VII Arts"	1915
10.2307/435923	James Schroeter		1967
10.2307/435864	Donald T. Torchiana		1972
10.2307/434284	Herbert K. Stone	Decliner	1936
10.2307/433522	E. Preston Dargan		1922
10.2307/438399	Peter F. Dembowski		1991
10.2307/434863	O. J. M. Jolles		1962
10.2307/439078	Helen Deutsch		2000
10.2307/435310		Books Received	1947
10.2307/437920	Traute M. Marshall		1977
10.2307/433734	Denis Saurat		1929
10.2307/432419		Volume Information	1903
10.2307/436448	Edgar H. Duncan	Chaucer's "Wife of Bath's Prologue_" Lines 193-828_ and Geoffrey of Vinsauf's "Documentum"	1969
10.2307/434266	Helena M. Gamer		1939
10.2307/432946	Francis A. Wood	The IE. Root "*Qẽu-:" 'Nuere_ Nutare_ Cevere; Quatere_ Cudere; Cubare_ Incumbere.' I	1919
10.2307/435178	Arthur Friedman		1954
10.2307/438477	Michael Fischer		1997
10.2307/432417	Henry Marvin Belden	The Study of Folk-Song in America	1905
10.2307/437948	Donald T. Torchiana		1979
10.2307/433171	H. Carrington Lancaster	La Calprenède Dramatist. II	1920
10.2307/433662	Lily B. Campbell	Theories of Revenge in Renaissance England	1931
10.2307/434902		Back Matter	1953
10.1086/591261	Anthony Welch	Epic Romance_ Royalist Retreat_ and the English Civil War	2008
10.2307/436999		Back Matter	1978
10.2307/437253	Charles R. Forker		1980
10.2307/432530	Kenneth McKenzie	An Italian Fable_ Its Sources and Its History	1904
10.2307/433842	Henry E. Haxo		1924
10.2307/436473	Wolfgang F. Taraba	Nonsense Literature-And Eduard Mörike	1968
10.2307/433548	John William Scholl	The Cave Scene in "Die Familie Schroffenstein"	1921
10.2307/433634	Austin Warren	Pope on the Translators of Homer	1931
10.2307/433218	Whitney Wells	An Unnoted Analogue to the "Pardoner's Tale"	1927
10.2307/436179	Ross Garner		1969
10.2307/435427	Charles Frederick Harrold		1947
10.2307/438442	Frances E. Dolan		1994
10.2307/433549	F. Schoenemann	Friedrich Lienhards Literaturbetrachtung	1921
10.2307/436649	Paolo Cherchi		1972
10.2307/439281	Deidre Lynch		2000
10.2307/432827	George Tyler Northup	The Spanish Prose Tristram Source Question	1913
10.2307/438828	Michael Murrin		1993
10.1086/379983	Michael Murrin	Huon at the Castle of Adamant	2003
10.2307/436268	Sheldon P. Zitner		1967
10.2307/433194	Carl Darling Buck	An ABC Inscribed in Old English Runes	1919
10.2307/433259	Ethel Preston		1932
10.2307/439195	Michael Schoenfeldt		1999
10.2307/435613	George Williamson		1946
10.2307/435617		Front Matter	1955
10.2307/438282	Bruce Michelson		1991
10.2307/437071	Jules Zanger	Speaking of the Unspeakable: Hawthorne's "The Birthmark"	1983
10.2307/434985	Louis L. Martz		1957
10.2307/436468	Michael Murrin	Poetry as Literary Criticism	1968
10.2307/438945	Esther Rashkin	Art as Symptom: A Portrait of Child Abuse in "The Picture of Dorian Gray"	1997
10.2307/432711	Palmer Cobb	Hebbel's use of the Hexameter in "Mutter und Kind"	1910
10.2307/437223		Front Matter	1986
10.1086/509038	Ann Ardis	<i>Morag Shiach</i>_ Modernism_ Labour_ and Selfhood in British Literature and Culture_ 1890–1930	2006
10.2307/437843	Richard Rex	"Spiced Conscience" in the "Canterbury Tales"	1982
10.2307/437357		Back Matter	1981
10.2307/438172	Richard P. Wheeler		1992
10.2307/438125	Donald E. Stanford		1991
10.2307/438589	Peter L. Rudnytsky		1997
10.2307/437330	Rebecca West		1979
10.2307/437131	William Kupersmith	Swift's Aeolists and the Delphic Oracle	1984
10.2307/433882	John W. Spargo		1928
10.2307/432844	Franck L. Schoell	A New Source of "Sir Gyles Goosecappe"	1914
10.2307/437258	Morton D. Paley		1980
10.1086/588109	David Read	<i>Robert Appelbaum</i> and<i> John Wood Sweet</i>_ eds._ Envisioning an English Empire: Jamestown and the Making of the North Atlantic World	2007
10.2307/436597	C. F. Burgess	Lillo Sans Barnwell_ or the Playwright Revisited	1968
10.1086/510265	Charles Nussbaum	<i>Jenefer Robinson</i>_ Deeper than Reason: Emotion and Its Role in Literature_ Music_ and Art	2006
10.2307/439307	Paulina Kewes		2000
10.2307/432942	Robert James Kellogg	Gothic Rendering of Greek Recurrents with Especial Reference to Matt. 5:23	1915
10.2307/434381	Paul Laumonier	Les Fees Dans l'œuvre de Ronsard	1941
10.2307/436968	John W. Velz		1986
10.2307/435371	Kathleen Coburn	S. T. C. in His Letters	1960
10.2307/439214	Robert Gilbert		1999
10.1086/595650	E. J. Clery	<i>Peter Knox Shaw</i>_ Jane Austen and the Enlightenment	2008
10.2307/439278	Suvir Kaul		2000
10.2307/439176	Joseph Cady		2001
10.2307/437818	Rinaldina Russell	Giacomo da Lentini e l'anti-canzone: note sul discordo italiano	1980
10.1086/423638	Richard Halpern	Reading Shakespeare's Will: The Theology of Figure from Augustine to the Sonnets	2004
10.2307/437723	Robert L. Reid	Spenserian Psychology and the Structure of Allegory in Books 1 and 2 of "The Faerie Queene"	1982
10.2307/438548	Thomas H. Luxon		1988
10.2307/433145	H. Carrington Lancaster	The Ultimate Source of Rotrou's "vencelas" and of Rojas Zorrilla's "No hay ser padre siendo rey"	1917
10.2307/436811	Paolo Cherchi		1973
10.2307/438611	Peter Erickson		1990
10.2307/438985		Back Matter	2001
10.2307/438428	Loren Kruger	The (Re) Birth of Liberalism from the Rubble of History? Notes on "Truth_ Contingency_ and Modernity"	1993
10.2307/436489	Fred B. Millett		1968
10.2307/434606	W. K. Chandler	Pope's Self-Plagiarism	1932
10.1086/423465	Richard E. Goodkin	Being Interior: Autobiography and the Contradictions of Modernity in Seventeenth‐Century France	2004
10.2307/437629	John N. King		1982
10.1086/423632	Alison A. Chapman	Flaying Bartholomew: Jonson’s Hagiographic Parody	2004
10.2307/434923	Moody E. Prior	"A 'New' Reading of Othello": A Reply to Mr. Stoll	1948
10.2307/433390	Archer Taylor		1927
10.2307/438528	Eric W. Nye	Coleridge and the Publishers: Twelve New Manuscripts	1989
10.2307/434735	Douglas Bush		1957
10.2307/435493	Germaine Brée		1958
10.2307/434166	James M. Osborn	Macdonald's Bibliography of Dryden: An Annotated Check List of Selected American Libraries. (Continued)	1941
10.2307/435651	William Newton - A. Oklahoma - M. College	Hardy and the Naturalists: Their Use of Physiology	1951
10.1086/509033	Cornelia D. J. Pearsall	<i>E. Warwick Slinn</i>_ Victorian Poetry as Cultural Critique: The Politics of Performative Language	2006
10.2307/438999	Alan Bewell		1997
10.2307/1215578		Front Matter	2002
10.2307/438891	Jill Campbell		1998
10.1086/423469	Laura Schattschneider	Mothering Daughters: Novels and the Politics of Family Romance: Frances Burney to Jane Austen	2004
10.2307/433981	Paul H. Kocher	The Witchcraft Basis in Marlowe's "Faustus"	1940
10.2307/436455	Roger L. Brooks - Matthew Arnold	Matthew Arnold's "A Few Words about the Education Act": A Signed_ Unrecorded and Uncollected Article	1969
10.2307/1215711	Orrin N. C. Wang		2002
10.2307/436377	Edward E. Bostetter		1965
10.2307/434129	Alfred Harbage	The Authorship of the Dramatic "Arcadia"	1938
10.2307/433843		Volume Information	1925
10.2307/434512	Charles Frederick Harrold		1944
10.2307/436622	Thomas V. Moore	Donne's Use of Uncertainty as a Vital Force in "Satyre III"	1969
10.1086/423467	Alok Yadav	The Grammar of Empire in Eighteenth‐Century British Writing	2004
10.1086/598540	Brooke Conti	<i>Sharon Cadman Seelig</i>_ Autobiography and Gender in Early Modern Literature: Reading Women’s Lives_ 1600–1680	2008
10.2307/438885	G. K. Hunter		1998
10.2307/435701	Bernard Weinberg		1951
10.2307/438086	Paolo Cherchi		1992
10.2307/435588	Nicholas Joost		1960
10.2307/435948	Robert K. Turner_ Jr.	Act-End Notations in Some Elizabethan Plays	1975
10.2307/436474	Sherman M. Kuhn		1968
10.2307/1215697	William C. Carroll		2002
10.2307/438687		Front Matter	1996
10.2307/439237	Paul Breslin		1999
10.2307/438144	Peter Seary		1994
10.2307/432972	George Fullmer Reynolds	Two Conventions of the Elizabethan Stage	1919
10.2307/438597	Martha Noel Evans		1997
10.2307/434100	V. Frederic Koenig	Further Notes on Gautier de Coinci	1938
10.1086/423459	Gordon Braden	Ovid's Changing Worlds: English <i>Metamorphoses</i>_ 1567‐1632	2004
10.2307/438227	Sylvia Huot		1994
10.2307/438141	François Rigolot		1994
10.2307/433945		Volume Information	1943
10.2307/434639	Karl C. Sandberg		1960
10.2307/433539	A. R. Nykl		1931
10.2307/434521	G. E. Bentley		1945
10.2307/1215624	John Gillies		2002
10.2307/434443	Archer Taylor		1937
10.2307/436200	R. W. Hunt		1964
10.2307/434358		Volume Information	1933
10.2307/438146	Alvin Snider		1994
10.2307/435999	Thomas Gardner	The Old English Kenning: A Characteristic Feature of Germanic Poetical Diction?	1969
10.1086/519203	Elizabeth Freeman	<i>Jennifer Fleissner</i>_ Women_ Compulsion_ Modernity: The Moment of American Naturalism	2007
10.2307/437290	Britton J. Harwood	Langland's "Kynde Knowyng" and the Quest for Christ	1983
10.2307/432548	Philip Schuyler Allen	Mediaeval Latin Lyrics. Part III	1908
10.2307/433410	Walter L. Bullock		1927
10.2307/435093		Back Matter	1953
10.2307/434955	Clarence D. Thorpe		1958
10.2307/438530	Donald W. Nichol	"Flagrant" versus "Fragrant" in Beaumont_ Pope_ Pound_ and Burgess	1989
10.2307/437859	Anthony C. Yu		1982
10.2307/436710	Merlin Bowen		1971
10.2307/436643	Suzanne Gossett	Masque Influence on the Dramaturgy of Beaumont and Fletcher	1972
10.2307/435181		Back Matter	1954
10.2307/434769	H. M. Richmond	The Intangible Mistress	1959
10.2307/433585	Joseph E. Gillet	The "Coplas del perro de Alba"	1928
10.1086/509029	Julian Yates	<i>Jessica Wolfe</i>_ Humanism_ Machinery_ and Renaissance Literature	2006
10.2307/436317	Alistair M. Duckworth		1970
10.2307/435755	Norman Sherry	"Rajah Laut"-A Quest for Conrad's Source	1964
10.2307/437935	Michael Murrin		1979
10.2307/434654	Elder Olson	William Empson_ Contemporary Criticism and Poetic Diction	1950
10.2307/437304	P. M. S. Dawson		1983
10.2307/435858	E. Randolph Daniel		1972
10.1086/664517	Debora Shuger	<i>Beth Quitslund</i>_ The Reformation in Rhyme: Sternhold_ Hopkins and the English Metrical Psalter_ 1547–1603	2012
10.2307/437862	Charles S. Ross	Maffeo Vegio's "schort Cristyn wark_" with a Note on the Thirteenth Book in Early Editions of Vergil	1981
10.2307/435739	S. A. J. Bradley	Ambiorix Ariovistus_ Detractor of Milton's "Defensio_" Identified	1976
10.2307/433624	Olin H. Moore		1932
10.2307/438612	Jonathan Crewe		1990
10.2307/432828	Walter Woodburn Hyde	Note on Human Automata	1913
10.2307/435014	Bruce W. Wardropper	Cervantes' Theory of the Drama	1955
10.1086/667815	Andrew Rabin	<i>Ann W. Astell and J. A. Jackson</i>_ eds._ Levinas and Medieval Literature: The “Difficult Reading” of English and Rabbinic Texts	2012
10.1086/655669	Frederick A. de Armas	<i>Eric C. Graf</i>_ Cervantes and Modernity: Four Essays on <i>Don Quijote</i>	2010
10.2307/436740	Phillip E. Wilson	Affective Coherence_ a Principle of Abated Action_ and Meredith's "Modern Love"	1974
10.2307/436274	Georges May		1967
10.2307/438991	W. R. Johnson		1997
10.2307/433227	Edith Rickert	A Leaf from a Fourteenth-Century Letter Book	1927
10.2307/435761	Morton W. Bloomfield		1964
10.2307/434809	Theodore A. Stroud	The MS Fitzwilliam: An Examination of Miss Rickert's Hypothesis	1948
10.2307/434779	John Pick		1959
10.2307/435366	David Novarr	Dekker's Gentle Craft and the Lord Mayor of London	1960
10.2307/433448	James L. Barker	Syllable and Word Division in French and English	1922
10.2307/438078		Back Matter	1991
10.2307/436078	Albert R. Cirillo		1973
10.2307/432848	K. Pietsch	Concerning Ms. 2-G-5 of the Palace Library at Madrid	1913
10.2307/432700	Samuel Moore	On the Sources of the Old-English "Exodus"	1911
10.2307/435498	Charles Moorman	The Role of the Narrator in "Patience"	1963
10.2307/433636	Archer Taylor		1931
10.2307/433296	John L. Campion		1923
10.2307/437493	Peter K. Jansen		1978
10.2307/436423		Books Received	1965
10.2307/432401	A. C. von Noé	Lance sur Fautre	1903
10.2307/433599	Harold Stein		1930
10.2307/438015	Peter L. Rudnytsky		1994
10.2307/437450	Daniel Albright		1981
10.2307/433871	Charles H. Beeson		1921
10.2307/434296	G. T. Northup		1935
10.2307/432809	John Robert Moore	Omission of the Central Action in English Ballads	1914
10.2307/437074	Alfred W. Hesse	Pope to Jervas: [1720?] or Early 1719	1983
10.2307/434012	Robert Vigneron	Fondements d'une chronologie proustienne	1936
10.2307/434619		Front Matter	1948
10.2307/437144	Richard Lehan		1984
10.2307/438808	Michael Sherberg		1988
10.2307/437779	Jack Stillinger		1987
10.2307/433982	George Williamson	Textual Difficulties in the Interpretation of Donne's Poetry	1940
10.2307/433740	Edith Rickert	Political Propaganda and Satire in "A Midsummer Night's Dream." II	1923
10.2307/438628	David P. Sudermann	"Hortus Temporum": Beginning the Middle High German "Rolandslied"	1995
10.2307/436515	Philip Silver		1972
10.2307/437475	Edward Wasiolek		1977
10.2307/434117	L. Whitbread	The Third Section of "Deor"	1941
10.2307/437973	Barbara Foley		1996
10.2307/432889	Henry E. Haxo	Denis Piramus: "La vie Seint Edmunt": Language of Denis Piramus. (Concluded)	1915
10.2307/436779	Jerome Mandel	Elements in the "Charrette" World: The Father-Son Relationship	1964
10.2307/436816	Harrison T. Meserole		1973
10.2307/433127	T. S. Graves	On the Date and Significance of "Pericles"	1916
10.2307/433643	G. T. N. - Karl Pietsch	Karl Pietsch: January 4_ 1860-April 1_ 1930	1930
10.1086/647996	Robin Bond	<i>J. Michael Walton</i>_ Found in Translation: Greek Drama in English	2009
10.2307/436573	John E. Keller		1971
10.2307/433923	Bernard Weinberg		1937
10.2307/437356	Louis T. Milic		1981
10.2307/433521	Franck L. Schoell		1922
10.2307/435547	R. C. Bald		1955
10.2307/437803	Frank H. Ellis		1983
10.2307/434679	Samuel Holt Monk		1964
10.2307/434113	Lawrence Marsden Price		1938
10.2307/437073	Frederic B. Tromly	Milton Responds to Donne: "On Time" and "Death Be Not Proud"	1983
10.2307/434668	Helen C. White	Southwell: Metaphysical and Baroque	1964
10.2307/437250	Daniel G. Calder		1980
10.2307/433010		Front Matter	1914
10.2307/437786	Matthew Little		1987
10.2307/434765	Jerónimo Mallo		1962
10.2307/434767		Back Matter	1962
10.2307/434698	Theodore Silverstein	Andreas_ Plato_ and the Arabs: Remarks on Some Recent Accounts of Courtly Love	1949
10.2307/435335	O. G. Brockett	The Function of Dance in the Melodramas of Guilbert de Pixerécourt	1959
10.2307/434045	Jared Eric Wenger_ Jr.	Balzac's Notes for an Unwritten Historical Novel	1934
10.2307/438226	Peggy A. Knapp		1994
10.1086/595642	Cary Howie	<i>Gary P. Cestaro</i>_ Dante and the Grammar of the Nursing Body	2008
10.1086/662208	Jennifer Higginbotham	Fair Maids and Golden Girls: The Vocabulary of Female Youth in Early Modern English	2011
10.2307/437381		Back Matter	1981
10.2307/435489	S. F. Johnson		1958
10.2307/438307	Roland Mushat Frye		1996
10.2307/436352	David C. Fowler	Cruxes in "Cleanness"	1973
10.2307/436852	Marion Norman		1972
10.2307/435870		Volume Information	1974
10.2307/434360	J. S. P. Tatlock	Geoffrey and King Arthur in "Normannicus Draco": (Continned)	1933
10.2307/435614	Jean Catel		1946
10.2307/433076	Eleanor J. Pellet	Certe Tavolette	1918
10.1086/661603	Dalia Nassar	<i>Nicholas Halmi</i>_ The Genealogy of the Romantic Symbol	2011
10.2307/438436	Richard C. Taylor - Charlotte Smith	"The Evils_ I was Born to Bear": Two Letters from Charlotte Smith to Thomas Cadell	1994
10.2307/438632	Ian Michael		1995
10.2307/434535	Camillo P. Merlino	References to Spanish Literature in Equicola's "Natura de Amore"	1934
10.2307/435946		Front Matter	1975
10.2307/434082	A. C. Swinburne - Earl Leslie Griggs	Swinburne on Coleridge	1932
10.1086/657329	Eric Song	The Country Estate and the Indies (East and West): The Shifting Scene of Eden in <i>Paradise Lost</i>	2010
10.2307/437060	Anthony Raspa		1984
10.1086/667570		Inside Front Cover	2012
10.2307/434390	Vernam Hull	The Middle Irish Apocryphal Account of "The Seventeen Miracles at Christ's Birth"	1945
10.2307/436834	Howard D. Weinbrot	Johnson's "London" and Juvenal's Third Satire: The Country as "Ironic" Norm	1976
10.1086/431568	Jessica Berman	<i>Louise Blakeney Williams</i>_ Modernism and the Ideology of History: Literature_ Politics_ and the Past<br></br><i>Paul Sheehan</i>_ Modernism_ Narrative and Humanism	2004
10.1086/660205	Benjamin Lee	<i>Hazard Adams</i>_ The Offense of Poetry	2011
10.2307/435247	Wallace Fowlie		1948
10.2307/438440	Deborah Lesko Baker		1994
10.2307/438651	Ian Mueller		1993
10.2307/433545	Gustave O. Arlt		1931
